Содержание,Сервис,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Система,Место,Ранг важности,День недели обращения,Месяц обращения,Час обращения,День года обращения,Время с обращения до восстановления,Время с обращения до закрытия,Время с обращения до крайнего срока,Время с восстановления до крайнего срока,Время с закрытия до крайнего срока
контроль пу заявка доступ портам,2,1,208,2018-02-03 06:36:00,2018-01-31 05:06:00,1,1,доступ комм портам предоставлен согласно заявке,0,2018-02-01 03:36:00,2018-02-08 07:55:00,2,67,0,2,1,5,31,81000,701340,264600,183600,-436740
контроль пу заявка доступ портам,2,1,208,2018-02-03 06:36:00,2018-01-31 05:06:00,1,1,выполнил,0,2018-01-31 06:42:00,2018-02-07 08:43:00,2,67,0,2,1,5,31,5760,617820,264600,258840,-353220
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-02 05:08:00,2018-01-31 05:08:00,1,1,работы обращению выполнены,0,2018-02-01 05:44:00,2018-02-08 07:55:00,101,191,7,2,1,5,31,88560,701220,172800,84240,-528420
контроль пу заявка доступ портам,2,1,208,2018-02-03 06:36:00,2018-01-31 05:08:00,1,1,выполнил,0,2018-02-01 07:26:00,2018-02-08 08:44:00,2,215,0,2,1,5,31,94680,704160,264480,169800,-439680
разблокировать уз ne_boss,7,1,8,2018-02-03 06:36:00,2018-01-31 05:11:00,1,1,разблокирована уз ne_boss пользователь идентифицирован тел успешный вход выполнен,0,2018-01-31 05:11:00,2018-02-07 07:56:00,7,271,12,2,1,5,31,0,614700,264300,264300,-350400
выполнить установку,0,1,639,2018-02-03 06:36:00,2018-01-31 05:12:00,1,1,успешно выполнено,0,2018-02-01 05:06:00,2018-02-08 07:55:00,0,44,0,2,1,5,31,86040,700980,264240,178200,-436740
система24 общие вопросы,43,1,1,2018-02-03 06:36:00,2018-01-31 05:13:00,1,1,пользователь проинформирован внесённом сопровождении электронной почте,0,2018-01-31 14:29:00,2018-02-08 06:49:00,24,1001,12,2,1,5,31,33360,696960,264180,230820,-432780
заменадобавление сертификат сервере система13,13,1,13,2018-02-03 06:36:00,2018-01-31 05:16:00,1,1,сертификатфайл зарегистрирован,0,2018-01-31 07:12:00,2018-02-07 08:43:00,13,140,11,2,1,5,31,6960,617220,264000,257040,-353220
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-02 05:19:00,2018-01-31 05:19:00,1,1,работы обращению выполнены,0,2018-01-31 13:11:00,2018-02-07 14:28:00,13,157,11,2,1,5,31,28320,637740,172800,144480,-464940
выполнена разблокировка уз boss,7,1,8,2018-02-03 06:36:00,2018-01-31 05:19:00,1,1,личность пользователя идентифицирована причина нарушения другая выполнена разблокировка учетной записи ne_boss,0,2018-01-31 05:19:00,2018-02-07 07:56:00,7,7,12,2,1,5,31,0,614220,263820,263820,-350400
заявка предоставление отзыв прав доступа ресурсам,71,1,13,2018-02-02 10:06:00,2018-01-31 05:19:00,1,1,работы обращению выполнены,0,2018-02-01 00:24:00,2018-02-08 07:55:00,138,210,0,2,1,5,31,68700,700560,190020,121320,-510540
заявка,58,1,335,2018-02-04 05:21:00,2018-01-31 05:21:00,1,1,работы обращению выполнены,0,2018-02-01 04:13:00,2018-02-08 07:55:00,58,146,11,2,1,5,31,82320,700440,345600,263280,-354840
заявка,21,1,335,2018-02-04 05:21:00,2018-01-31 05:21:00,1,1,работы обращению выполнены,0,2018-02-01 04:12:00,2018-02-08 07:55:00,21,146,11,2,1,5,31,82260,700440,345600,263340,-354840
заявка,7,1,825,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,доступ предоставлен,0,2018-01-31 06:16:00,2018-02-07 07:56:00,7,143,11,2,1,5,31,3300,614100,263700,260400,-350400
заявка,7,1,825,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,доступ предоставлен,0,2018-01-31 06:12:00,2018-02-07 07:56:00,7,143,11,2,1,5,31,3060,614100,263700,260640,-350400
заявка,7,1,825,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,доступ предоставлен,0,2018-01-31 06:14:00,2018-02-07 07:56:00,7,143,11,2,1,5,31,3180,614100,263700,260520,-350400
заявка,7,1,825,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,доступ предоставлен,0,2018-01-31 06:17:00,2018-02-07 07:56:00,7,143,11,2,1,5,31,3360,614100,263700,260340,-350400
заявка,7,1,825,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,доступ предоставлен,0,2018-01-31 06:15:00,2018-02-07 07:56:00,7,143,11,2,1,5,31,3240,614100,263700,260460,-350400
заявка,7,1,825,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,доступ предоставлен,0,2018-01-31 06:13:00,2018-02-07 07:56:00,7,143,11,2,1,5,31,3120,614100,263700,260580,-350400
заявка,0,1,368,2018-02-02 05:21:00,2018-01-31 05:21:00,1,1,работы обращению выполнены,0,2018-02-01 02:33:00,2018-02-08 07:55:00,0,157,0,2,1,5,31,76320,700440,172800,96480,-527640
заявка,58,1,222,2018-02-03 06:36:00,2018-01-31 05:21:00,1,1,заявка выполнена,0,2018-02-02 00:07:00,2018-02-09 08:41:00,58,146,11,2,1,5,31,153960,789600,263700,109740,-525900
заявка,0,1,368,2018-02-02 05:21:00,2018-01-31 05:21:00,1,1,работы обращению выполнены,0,2018-02-01 02:32:00,2018-02-08 07:55:00,0,157,0,2,1,5,31,76260,700440,172800,96540,-527640
заявка,21,1,335,2018-02-04 05:21:00,2018-01-31 05:21:00,1,1,работы обращению выполнены,0,2018-02-02 02:56:00,2018-02-09 08:56:00,21,146,11,2,1,5,31,164100,790500,345600,181500,-444900
заявка,0,1,368,2018-02-02 05:21:00,2018-01-31 05:21:00,1,1,работы обращению выполнены,0,2018-02-01 02:34:00,2018-02-08 07:55:00,0,157,0,2,1,5,31,76380,700440,172800,96420,-527640
редактирование данных окончании срока действия договора,22,1,526,2018-02-03 06:36:00,2018-01-31 05:23:00,1,1,даты окончания срока действия отредактированы,0,2018-01-31 07:36:00,2018-02-01 01:56:00,22,172,8,2,1,5,31,7980,73980,263580,255600,189600
система26,26,1,207,2018-02-03 06:36:00,2018-01-31 05:24:00,1,1,добрый день рк удалена проект направлен исполнителю,0,2018-02-01 09:13:00,2018-02-08 10:31:00,26,41,12,2,1,5,31,100140,709620,263520,163380,-446100
разблокировка учётной записи,7,1,8,2018-02-03 06:36:00,2018-01-31 05:28:00,1,1,личность пользователя идентифицирована причина нарушения другая выполнена разблокировка учетной записи ne_boss,0,2018-01-31 05:37:00,2018-01-31 05:43:00,7,3,12,2,1,5,31,540,900,263280,262740,262380
запрос организацию брм,0,1,371,2018-02-16 04:36:00,2018-01-31 05:30:00,1,1,работы обращению выполнены,0,2018-02-14 04:08:00,2018-02-21 07:51:00,0,164,0,2,1,5,31,1204680,1822860,1379160,174480,-443700
размещение удаление файла общедоступных ресурсах,142,1,318,2018-02-03 06:36:00,2018-01-31 05:31:00,1,1,выполнено,0,2018-01-31 08:48:00,2018-02-07 10:04:00,153,172,8,2,1,5,31,11820,621180,263100,251280,-358080
выполнена разблокировка уз region,7,1,8,2018-02-03 06:36:00,2018-01-31 05:35:00,1,1,выполнена разблокировка уз ne_boss идентификация пользователя осуществлена объект доступа легален причина нарушения несколько неправильный ввод пароля,0,2018-01-31 05:35:00,2018-02-07 07:56:00,7,226,12,2,1,5,31,0,613260,262860,262860,-350400
установить елку,73,1,246,2018-02-03 06:36:00,2018-01-31 05:36:00,1,1,елку установили,0,2018-02-01 08:45:00,2018-02-08 10:02:00,71,15,0,2,1,5,31,97740,707160,262800,165060,-444360
выполнена разблокировка уз region,7,1,8,2018-02-03 06:36:00,2018-01-31 05:36:00,1,1,выполнена разблокировка уз ne_boss идентификация пользователя осуществлена объект доступа легален причина нарушения несколько неправильный ввод пароля,0,2018-01-31 05:36:00,2018-02-07 07:56:00,7,173,12,2,1,5,31,0,613200,262800,262800,-350400
разблокировать уз ne_boss,7,1,8,2018-02-03 06:36:00,2018-01-31 05:37:00,1,1,разблокирована уз ne_boss пользователь идентифицирован тел успешный вход выполнен,0,2018-01-31 05:37:00,2018-02-07 07:56:00,7,52,12,2,1,5,31,0,613140,262740,262740,-350400
разблокировать учетную запись пользователя система21,21,1,325,2018-02-03 06:36:00,2018-01-31 05:38:00,1,1,учетная запись пользователя разблокирована,0,2018-01-31 07:35:00,2018-02-07 10:52:00,21,243,11,2,1,5,31,7020,623640,262680,255660,-360960
